identifier,name,in_language,url,abstract,word_count,sections_count,citations_count,has_infobox,infobox_fields_count,categories,outgoing_links,referenceneed_flag,citation_density,structural_health,quality_tier
100143,Applications of Great Barrier Reef,en,https://en.wikipedia.org/wiki/Applications_of_Great_Barrier_Reef,"An encyclopedic inquiry into world's largest coral reef system off queensland, australia. Comprehensive survey covering definitions, historical development, and research implications.",1666,8,23,True,10,"['Geography & Earth', 'Articles on Geography']","['Thermodynamics', 'Amazon Rainforest', 'Higgs Boson', 'Film Noir', 'Existentialism', 'General Relativity', 'Classical Music', 'Renaissance Humanism', 'Homeric Epics']",False,13.81,92.37,B Class
100144,Foundations of Film Noir,en,https://en.wikipedia.org/wiki/Foundations_of_Film_Noir,"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",2211,7,0,True,10,"['Literature & Arts', 'Articles on Literature']","['Higgs Boson', 'Behavioral Economics', 'Harappan Civilization', 'Lake Baikal', 'Microbiome', 'Superconductivity', 'Plate Tectonics', 'Nanotechnology']",True,0.0,65.06,Start Class
100145,Contemporary Antarctic Ice Sheet,en,https://en.wikipedia.org/wiki/Contemporary_Antarctic_Ice_Sheet,"An encyclopedic inquiry into single largest mass of ice on earth covering antarctica. Comprehensive survey covering definitions, historical development, and research implications.",1338,7,10,True,4,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Nanotechnology', 'Baroque Architecture', 'General Relativity', 'Thermodynamics', 'Magna Carta', 'Ottoman Empire', 'Film Noir']",False,7.47,77.96,C Class
100146,Future Trends in Renaissance Humanism,en,https://en.wikipedia.org/wiki/Future_Trends_in_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",2972,12,59,True,18,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Classical Music', 'Mount Everest', 'French Revolution', 'Nanotechnology', 'Epistemology', 'Nile River Basin']",False,19.85,99.95,Good / Featured Article
100147,History of Lake Baikal,en,https://en.wikipedia.org/wiki/History_of_Lake_Baikal,"An encyclopedic inquiry into ancient, massive lake in mountainous russian region of siberia. Comprehensive survey covering definitions, historical development, and research implications.",192,1,1,False,0,"['Geography & Earth', 'Articles on Geography']","['Deep Learning', 'Magna Carta', 'Graphene', 'Sociology of Knowledge', 'Renaissance Humanism', 'Film Noir', 'Microbiome']",True,5.21,32.62,Stub Class
100148,Regional Study on Impressionism,en,https://en.wikipedia.org/wiki/Regional_Study_on_Impressionism,"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",1757,11,19,True,13,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Magna Carta', 'Baroque Architecture', 'Galapagos Islands', 'General Relativity', 'Lake Baikal', 'Surrealism', 'Graphene', 'Renaissance Art']",False,10.81,93.59,B Class
100149,Global Impact of Existentialism (Vol. 10),en,https://en.wikipedia.org/wiki/Global_Impact_of_Existentialism_(Vol._10),"An encyclopedic inquiry into philosophical inquiry that explores the problem of human existence. Comprehensive survey covering definitions, historical development, and research implications.",3453,10,54,True,19,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['Quantum Computing', 'General Relativity', 'CRISPR Gene Editing', 'Surrealism', 'Epistemology', 'Antarctic Ice Sheet', 'Industrial Revolution', 'Constitutional Law', 'Dark Matter']",False,15.64,100.0,Good / Featured Article
100150,Regional Study on Impressionism (Vol. 1),en,https://en.wikipedia.org/wiki/Regional_Study_on_Impressionism_(Vol._1),"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",1674,7,15,True,15,"['Literature & Arts', 'Articles on Literature']","['Ring of Fire', 'Byzantine Empire', 'Constitutional Law', 'Classical Music', 'Ottoman Empire']",False,8.96,86.04,B Class
100151,Critique of Mesopotamia,en,https://en.wikipedia.org/wiki/Critique_of_Mesopotamia,"An encyclopedic inquiry into historical region of western asia situated within the tigris–euphrates. Comprehensive survey covering definitions, historical development, and research implications.",1153,5,10,True,8,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Postmodern Literature', 'Deep Learning', 'Renaissance Humanism', 'Film Noir', 'Kabuki Theatre']",False,8.67,83.98,C Class
100152,Applications of Renaissance Humanism,en,https://en.wikipedia.org/wiki/Applications_of_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",1193,5,10,True,5,"['History & Civilizations', 'Articles on History']","['Amazon Rainforest', 'Byzantine Empire', 'Deep Learning', 'Photosynthesis', 'James Webb Space Telescope']",True,8.38,76.64,C Class
100153,Foundations of Antarctic Ice Sheet,en,https://en.wikipedia.org/wiki/Foundations_of_Antarctic_Ice_Sheet,"An encyclopedic inquiry into single largest mass of ice on earth covering antarctica. Comprehensive survey covering definitions, historical development, and research implications.",1317,5,11,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Graphene', 'Great Barrier Reef', 'Lake Baikal', 'Sahara Desert', 'Existentialism', 'Magna Carta', 'Behavioral Economics', 'Quantum Computing', 'General Relativity']",False,8.35,64.8,C Class
100154,Principles of James Webb Space Telescope,en,https://en.wikipedia.org/wiki/Principles_of_James_Webb_Space_Telescope,"An encyclopedic inquiry into premier infrared space observatory mission. Comprehensive survey covering definitions, historical development, and research implications.",1174,6,10,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Surrealism', 'Classical Music', 'Ring of Fire', 'Ancient Alexandria', 'Galapagos Islands', 'Artificial Intelligence', 'Photosynthesis', 'Mariana Trench', 'Nanotechnology']",False,8.52,63.85,C Class
100155,Applications of Nile River Basin,en,https://en.wikipedia.org/wiki/Applications_of_Nile_River_Basin,"An encyclopedic inquiry into major north-flowing river drainage system in northeastern africa. Comprehensive survey covering definitions, historical development, and research implications.",1438,5,5,True,7,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Thermodynamics', 'Space Race', 'Lake Baikal', 'Amazon Rainforest', 'Universal Declaration of Human Rights']",False,3.48,73.1,C Class
100156,Regional Study on Meiji Restoration,en,https://en.wikipedia.org/wiki/Regional_Study_on_Meiji_Restoration,"An encyclopedic inquiry into political event that restored practical imperial rule to japan. Comprehensive survey covering definitions, historical development, and research implications.",1882,9,1,True,9,"['History & Civilizations', 'Articles on History']","['Deep Learning', 'Plate Tectonics', 'Postmodern Literature', 'Lake Baikal', 'Ottoman Empire', 'Constitutional Law', 'CRISPR Gene Editing', 'Universal Declaration of Human Rights', 'Game Theory']",True,0.53,65.61,Start Class
100157,Global Impact of Deep Learning,en,https://en.wikipedia.org/wiki/Global_Impact_of_Deep_Learning,"An encyclopedic inquiry into subset of machine learning based on artificial neural networks. Comprehensive survey covering definitions, historical development, and research implications.",249,2,1,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Renaissance Humanism', 'Baroque Architecture', 'Graphene', 'Ottoman Empire']",True,4.02,37.54,Stub Class
100158,Regional Study on Lake Baikal (Vol. 9),en,https://en.wikipedia.org/wiki/Regional_Study_on_Lake_Baikal_(Vol._9),"An encyclopedic inquiry into ancient, massive lake in mountainous russian region of siberia. Comprehensive survey covering definitions, historical development, and research implications.",1226,4,8,True,6,"['Geography & Earth', 'Articles on Geography']","['Magna Carta', 'Ring of Fire', 'Sociology of Knowledge', 'Quantum Computing', 'Harappan Civilization', 'Meiji Restoration', 'Classical Music']",True,6.53,72.06,C Class
100159,Global Impact of Behavioral Economics,en,https://en.wikipedia.org/wiki/Global_Impact_of_Behavioral_Economics,"An encyclopedic inquiry into effects of psychological and social factors on economic decisions. Comprehensive survey covering definitions, historical development, and research implications.",1189,5,6,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['James Webb Space Telescope', 'Renaissance Art', 'Ring of Fire', 'Graphene', 'Mount Everest', 'Impressionism', 'Kabuki Theatre', 'Baroque Architecture']",True,5.05,56.31,C Class
100160,Applications of Superconductivity,en,https://en.wikipedia.org/wiki/Applications_of_Superconductivity,"An encyclopedic inquiry into zero electrical resistance occurring in certain materials. Comprehensive survey covering definitions, historical development, and research implications.",3565,10,62,True,23,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Mesopotamia', 'Deep Learning', 'Bauhaus Movement', 'Dark Matter', 'Lake Baikal']",False,17.39,100.0,Good / Featured Article
100161,Regional Study on Nanotechnology,en,https://en.wikipedia.org/wiki/Regional_Study_on_Nanotechnology,"An encyclopedic inquiry into manipulation of matter on an atomic and molecular scale. Comprehensive survey covering definitions, historical development, and research implications.",2070,10,24,True,13,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Homeric Epics', 'Ring of Fire', 'Mount Everest', 'Space Race', 'Renaissance Humanism']",False,11.59,97.45,B Class
100162,Foundations of Classical Music,en,https://en.wikipedia.org/wiki/Foundations_of_Classical_Music,"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",472,4,3,False,0,"['Literature & Arts', 'Articles on Literature']","['Bauhaus Movement', 'Industrial Revolution', 'Baroque Architecture', 'Ring of Fire', 'Plate Tectonics', 'Byzantine Empire', 'Silk Road', 'Nile River Basin', 'Magna Carta']",True,6.36,46.28,Start Class
100163,Critique of Film Noir (Vol. 4),en,https://en.wikipedia.org/wiki/Critique_of_Film_Noir_(Vol._4),"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",1356,7,10,True,10,"['Literature & Arts', 'Articles on Literature']","['Nile River Basin', 'Behavioral Economics', 'Kabuki Theatre', 'Silk Road', 'Ancient Alexandria']",True,7.37,79.55,C Class
100164,History of Ancient Alexandria,en,https://en.wikipedia.org/wiki/History_of_Ancient_Alexandria,"An encyclopedic inquiry into major hellenistic center of commerce and scholarship in egypt. Comprehensive survey covering definitions, historical development, and research implications.",2151,10,22,True,12,"['History & Civilizations', 'Articles on History']","['General Relativity', 'French Revolution', 'Amazon Rainforest', 'Surrealism', 'Industrial Revolution', 'Game Theory', 'Ring of Fire', 'Dark Matter']",False,10.23,93.12,B Class
100165,Philosophy of Nanotechnology,en,https://en.wikipedia.org/wiki/Philosophy_of_Nanotechnology,"An encyclopedic inquiry into manipulation of matter on an atomic and molecular scale. Comprehensive survey covering definitions, historical development, and research implications.",371,3,4,True,2,"['Science & Technology', 'Articles on Science']","['Byzantine Empire', 'Public Health', 'James Webb Space Telescope', 'Homeric Epics', 'Mount Everest', 'Microbiome', 'Impressionism']",True,10.78,61.57,Start Class
100166,Introduction to Classical Music,en,https://en.wikipedia.org/wiki/Introduction_to_Classical_Music,"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",3188,14,45,True,22,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Graphene', 'Mesopotamia', 'Surrealism', 'Ring of Fire', 'Constitutional Law', 'Sociology of Knowledge', 'Plate Tectonics']",False,14.12,100.0,Good / Featured Article
100167,Philosophy of James Webb Space Telescope,en,https://en.wikipedia.org/wiki/Philosophy_of_James_Webb_Space_Telescope,"An encyclopedic inquiry into premier infrared space observatory mission. Comprehensive survey covering definitions, historical development, and research implications.",409,2,4,True,2,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Galapagos Islands', 'Game Theory', 'Kabuki Theatre', 'Public Health']",True,9.78,63.09,Start Class
100168,Advanced Existentialism,en,https://en.wikipedia.org/wiki/Advanced_Existentialism,"An encyclopedic inquiry into philosophical inquiry that explores the problem of human existence. Comprehensive survey covering definitions, historical development, and research implications.",628,3,1,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Game Theory', 'Ancient Alexandria', 'CRISPR Gene Editing', 'Artificial Intelligence']",True,1.59,37.43,Start Class
100169,Regional Study on Surrealism,en,https://en.wikipedia.org/wiki/Regional_Study_on_Surrealism,"An encyclopedic inquiry into cultural movement beginning in 1920s depicting unnerving scenes. Comprehensive survey covering definitions, historical development, and research implications.",915,5,9,True,9,"['Literature & Arts', 'Articles on Literature']","['Public Health', 'Lake Baikal', 'Sahara Desert', 'Silk Road']",False,9.84,80.58,C Class
100170,History of Higgs Boson,en,https://en.wikipedia.org/wiki/History_of_Higgs_Boson,"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",583,2,3,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Ancient Alexandria', 'Antarctic Ice Sheet', 'Classical Music', 'Universal Declaration of Human Rights', 'Plate Tectonics', 'Higgs Boson', 'Baroque Architecture', 'Impressionism', 'Ottoman Empire']",True,5.15,44.91,Start Class
100171,Introduction to Photosynthesis,en,https://en.wikipedia.org/wiki/Introduction_to_Photosynthesis,"An encyclopedic inquiry into biological process converting light energy into chemical energy. Comprehensive survey covering definitions, historical development, and research implications.",1546,7,13,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Renaissance Humanism', 'Byzantine Empire', 'Artificial Intelligence', 'Industrial Revolution', 'Space Race', 'Existentialism']",False,8.41,66.93,C Class
100172,Foundations of Renaissance Art,en,https://en.wikipedia.org/wiki/Foundations_of_Renaissance_Art,"An encyclopedic inquiry into painting, sculpture, and decorative arts of european renaissance. Comprehensive survey covering definitions, historical development, and research implications.",1276,5,8,True,8,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Surrealism', 'Harappan Civilization', 'Bauhaus Movement', 'Byzantine Empire', 'James Webb Space Telescope']",True,6.27,79.71,C Class
100173,Principles of Film Noir,en,https://en.wikipedia.org/wiki/Principles_of_Film_Noir,"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",630,3,3,True,5,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Ancient Alexandria', 'Harappan Civilization', 'Baroque Architecture', 'Microbiome', 'Constitutional Law', 'Nanotechnology', 'Ring of Fire', 'Deep Learning']",True,4.76,62.98,Start Class
100174,Regional Study on Universal Declaration of Human Rights,en,https://en.wikipedia.org/wiki/Regional_Study_on_Universal_Declaration_of_Human_Rights,"An encyclopedic inquiry into milestone document in history of human rights. Comprehensive survey covering definitions, historical development, and research implications.",152,1,0,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['Dark Matter', 'Universal Declaration of Human Rights', 'Byzantine Empire', 'Classical Music', 'Existentialism', 'Postmodern Literature', 'General Relativity', 'Mount Everest', 'Amazon Rainforest']",True,0.0,26.31,Stub Class
100175,Regional Study on Nile River Basin,en,https://en.wikipedia.org/wiki/Regional_Study_on_Nile_River_Basin,"An encyclopedic inquiry into major north-flowing river drainage system in northeastern africa. Comprehensive survey covering definitions, historical development, and research implications.",2197,6,29,True,16,"['Geography & Earth', 'Articles on Geography']","['Deep Learning', 'Graphene', 'Renaissance Humanism', 'Mount Everest', 'Amazon Rainforest', 'Superconductivity', 'Classical Music']",False,13.2,95.03,B Class
100176,History of Amazon Rainforest,en,https://en.wikipedia.org/wiki/History_of_Amazon_Rainforest,"An encyclopedic inquiry into moist broadleaf tropical rainforest in the amazon basin. Comprehensive survey covering definitions, historical development, and research implications.",822,6,10,True,9,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Mesopotamia', 'Sahara Desert', 'Antarctic Ice Sheet', 'James Webb Space Telescope', 'Nile River Basin', 'Existentialism', 'Classical Music']",False,12.17,84.19,C Class
100177,History of Thermodynamics,en,https://en.wikipedia.org/wiki/History_of_Thermodynamics,"An encyclopedic inquiry into branch of physics dealing with heat and mechanical energy. Comprehensive survey covering definitions, historical development, and research implications.",938,6,10,True,7,"['Science & Technology', 'Articles on Science']","['Thermodynamics', 'Galapagos Islands', 'James Webb Space Telescope', 'Public Health', 'Ring of Fire', 'CRISPR Gene Editing', 'Ancient Alexandria', 'Mesopotamia']",False,10.66,80.3,C Class
100178,Advanced Space Race,en,https://en.wikipedia.org/wiki/Advanced_Space_Race,"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",4090,10,42,True,24,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Galapagos Islands', 'Nanotechnology', 'Surrealism', 'French Revolution', 'Superconductivity', 'Higgs Boson', 'Public Health', 'Ottoman Empire']",False,10.27,100.0,Good / Featured Article
100179,Principles of Quantum Computing,en,https://en.wikipedia.org/wiki/Principles_of_Quantum_Computing,"An encyclopedic inquiry into computation utilizing quantum mechanical phenomena. Comprehensive survey covering definitions, historical development, and research implications.",993,4,5,True,7,"['Science & Technology', 'Articles on Science']","['Galapagos Islands', 'Mariana Trench', 'Public Health', 'Space Race', 'Microbiome', 'Byzantine Empire', 'Sahara Desert', 'French Revolution']",False,5.04,68.16,C Class
100180,Applications of Quantum Computing,en,https://en.wikipedia.org/wiki/Applications_of_Quantum_Computing,"An encyclopedic inquiry into computation utilizing quantum mechanical phenomena. Comprehensive survey covering definitions, historical development, and research implications.",2320,7,15,True,8,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Postmodern Literature', 'CRISPR Gene Editing', 'Amazon Rainforest']",False,6.47,87.35,B Class
100181,Critique of Ottoman Empire,en,https://en.wikipedia.org/wiki/Critique_of_Ottoman_Empire,"An encyclopedic inquiry into imperial realm controlling much of southeast europe and western asia. Comprehensive survey covering definitions, historical development, and research implications.",1896,11,21,True,13,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Universal Declaration of Human Rights', 'Epistemology', 'James Webb Space Telescope', 'Nanotechnology']",False,11.08,95.19,B Class
100182,Global Impact of Antarctic Ice Sheet,en,https://en.wikipedia.org/wiki/Global_Impact_of_Antarctic_Ice_Sheet,"An encyclopedic inquiry into single largest mass of ice on earth covering antarctica. Comprehensive survey covering definitions, historical development, and research implications.",605,4,2,True,6,"['Geography & Earth', 'Articles on Geography']","['Renaissance Humanism', 'Byzantine Empire', 'Magna Carta', 'Deep Learning', 'Homeric Epics', 'Mount Everest', 'Microbiome', 'Mesopotamia', 'Sociology of Knowledge']",True,3.31,59.91,Start Class
100183,History of Great Barrier Reef,en,https://en.wikipedia.org/wiki/History_of_Great_Barrier_Reef,"An encyclopedic inquiry into world's largest coral reef system off queensland, australia. Comprehensive survey covering definitions, historical development, and research implications.",1770,9,10,False,0,"['Geography & Earth', 'Articles on Geography']","['Homeric Epics', 'Space Race', 'Behavioral Economics', 'Mount Everest', 'Renaissance Humanism', 'Bauhaus Movement', 'Mesopotamia', 'Universal Declaration of Human Rights']",False,5.65,58.37,C Class
100184,Applications of Ring of Fire,en,https://en.wikipedia.org/wiki/Applications_of_Ring_of_Fire,"An encyclopedic inquiry into major area in the basin of the pacific ocean where earthquakes occur. Comprehensive survey covering definitions, historical development, and research implications.",203,2,1,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Public Health', 'Film Noir', 'Deep Learning', 'Constitutional Law', 'Sahara Desert']",True,4.93,37.83,Stub Class
100185,Advanced Nanotechnology,en,https://en.wikipedia.org/wiki/Advanced_Nanotechnology,"An encyclopedic inquiry into manipulation of matter on an atomic and molecular scale. Comprehensive survey covering definitions, historical development, and research implications.",1694,6,20,True,12,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Meiji Restoration', 'Surrealism', 'General Relativity', 'Amazon Rainforest']",False,11.81,94.0,B Class
100186,Future Trends in Space Race,en,https://en.wikipedia.org/wiki/Future_Trends_in_Space_Race,"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",690,3,2,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Thermodynamics', 'Plate Tectonics', 'Constitutional Law']",True,2.9,43.82,Start Class
100187,Principles of Meiji Restoration,en,https://en.wikipedia.org/wiki/Principles_of_Meiji_Restoration,"An encyclopedic inquiry into political event that restored practical imperial rule to japan. Comprehensive survey covering definitions, historical development, and research implications.",2744,6,1,True,11,"['History & Civilizations', 'Articles on History']","['Dark Matter', 'Plate Tectonics', 'Game Theory']",True,0.36,67.34,Start Class
100188,Foundations of Postmodern Literature,en,https://en.wikipedia.org/wiki/Foundations_of_Postmodern_Literature,"An encyclopedic inquiry into form of literature characterized by reliance on meta-fiction. Comprehensive survey covering definitions, historical development, and research implications.",2146,8,25,True,12,"['Literature & Arts', 'Articles on Literature']","['Nile River Basin', 'Renaissance Humanism', 'Epistemology', 'Ancient Alexandria']",False,11.65,94.91,B Class
100189,Regional Study on Harappan Civilization (Vol. 10),en,https://en.wikipedia.org/wiki/Regional_Study_on_Harappan_Civilization_(Vol._10),"An encyclopedic inquiry into bronze age civilization in the northwestern regions of south asia. Comprehensive survey covering definitions, historical development, and research implications.",154,2,1,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Photosynthesis', 'Constitutional Law', 'Kabuki Theatre', 'Ring of Fire', 'Universal Declaration of Human Rights', 'Renaissance Humanism']",True,6.49,38.72,Stub Class
100190,Foundations of Microbiome (Vol. 1),en,https://en.wikipedia.org/wiki/Foundations_of_Microbiome_(Vol._1),"An encyclopedic inquiry into aggregate of all microbiota residing on or within tissues. Comprehensive survey covering definitions, historical development, and research implications.",1937,9,21,True,11,"['Science & Technology', 'Articles on Science']","['Nile River Basin', 'Renaissance Art', 'Kabuki Theatre', 'Mesopotamia', 'Ancient Alexandria']",False,10.84,91.97,B Class
100191,Regional Study on Great Barrier Reef (Vol. 2),en,https://en.wikipedia.org/wiki/Regional_Study_on_Great_Barrier_Reef_(Vol._2),"An encyclopedic inquiry into world's largest coral reef system off queensland, australia. Comprehensive survey covering definitions, historical development, and research implications.",695,2,3,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Meiji Restoration', 'Industrial Revolution', 'Universal Declaration of Human Rights', 'Great Barrier Reef', 'Kabuki Theatre', 'Surrealism', 'Game Theory', 'Constitutional Law']",True,4.32,44.59,C Class
100192,Critique of Galapagos Islands,en,https://en.wikipedia.org/wiki/Critique_of_Galapagos_Islands,"An encyclopedic inquiry into volcanic archipelago in pacific ocean known for endemic species. Comprehensive survey covering definitions, historical development, and research implications.",2022,11,18,True,11,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Surrealism', 'James Webb Space Telescope', 'Mount Everest', 'CRISPR Gene Editing', 'Thermodynamics', 'Homeric Epics', 'Existentialism']",False,8.9,92.08,B Class
100193,Foundations of Thermodynamics,en,https://en.wikipedia.org/wiki/Foundations_of_Thermodynamics,"An encyclopedic inquiry into branch of physics dealing with heat and mechanical energy. Comprehensive survey covering definitions, historical development, and research implications.",2282,11,29,True,15,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Lake Baikal', 'Sahara Desert', 'Harappan Civilization', 'James Webb Space Telescope']",False,12.71,98.56,B Class
100194,History of Quantum Computing,en,https://en.wikipedia.org/wiki/History_of_Quantum_Computing,"An encyclopedic inquiry into computation utilizing quantum mechanical phenomena. Comprehensive survey covering definitions, historical development, and research implications.",817,7,12,True,5,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Artificial Intelligence', 'Quantum Computing', 'Mount Everest', 'Kabuki Theatre', 'Silk Road', 'Galapagos Islands']",False,14.69,81.61,C Class
100195,Regional Study on Photosynthesis,en,https://en.wikipedia.org/wiki/Regional_Study_on_Photosynthesis,"An encyclopedic inquiry into biological process converting light energy into chemical energy. Comprehensive survey covering definitions, historical development, and research implications.",2414,6,26,True,13,"['Science & Technology', 'Articles on Science']","['Baroque Architecture', 'Mount Everest', 'Industrial Revolution', 'Sociology of Knowledge']",False,10.77,95.53,Good / Featured Article
100196,Critique of Ottoman Empire (Vol. 7),en,https://en.wikipedia.org/wiki/Critique_of_Ottoman_Empire_(Vol._7),"An encyclopedic inquiry into imperial realm controlling much of southeast europe and western asia. Comprehensive survey covering definitions, historical development, and research implications.",1188,7,10,False,0,"['History & Civilizations', 'Articles on History']","['Microbiome', 'Magna Carta', 'Classical Music', 'General Relativity', 'Surrealism', 'Behavioral Economics', 'Universal Declaration of Human Rights', 'CRISPR Gene Editing']",False,8.42,60.43,C Class
100197,Philosophy of Graphene,en,https://en.wikipedia.org/wiki/Philosophy_of_Graphene,"An encyclopedic inquiry into two-dimensional carbon allotrope with exceptional tensile strength. Comprehensive survey covering definitions, historical development, and research implications.",1035,7,7,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Surrealism', 'Behavioral Economics', 'Meiji Restoration', 'Antarctic Ice Sheet', 'Photosynthesis', 'Mount Everest']",True,6.76,58.74,C Class
100198,Principles of Classical Music,en,https://en.wikipedia.org/wiki/Principles_of_Classical_Music,"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",270,2,2,True,3,"['Literature & Arts', 'Articles on Literature']","['Homeric Epics', 'CRISPR Gene Editing', 'Higgs Boson', 'Renaissance Humanism', 'Quantum Computing', 'Dark Matter', 'Renaissance Art']",True,7.41,54.07,Stub Class
100199,Global Impact of Graphene,en,https://en.wikipedia.org/wiki/Global_Impact_of_Graphene,"An encyclopedic inquiry into two-dimensional carbon allotrope with exceptional tensile strength. Comprehensive survey covering definitions, historical development, and research implications.",2305,10,16,True,13,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Public Health', 'Space Race', 'Classical Music', 'Galapagos Islands', 'Meiji Restoration', 'Existentialism', 'Universal Declaration of Human Rights', 'Game Theory', 'Nanotechnology']",False,6.94,88.63,B Class
100200,Philosophy of James Webb Space Telescope (Vol. 1),en,https://en.wikipedia.org/wiki/Philosophy_of_James_Webb_Space_Telescope_(Vol._1),"An encyclopedic inquiry into premier infrared space observatory mission. Comprehensive survey covering definitions, historical development, and research implications.",1261,5,11,True,7,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Thermodynamics', 'Meiji Restoration', 'Postmodern Literature', 'Epistemology', 'Baroque Architecture', 'Sociology of Knowledge', 'Ottoman Empire', 'Renaissance Humanism', 'Quantum Computing']",False,8.72,83.87,C Class
100201,Global Impact of Classical Music (Vol. 2),en,https://en.wikipedia.org/wiki/Global_Impact_of_Classical_Music_(Vol._2),"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",685,2,1,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Epistemology', 'Baroque Architecture', 'Ancient Alexandria']",True,1.46,39.02,Start Class
100202,Foundations of Space Race,en,https://en.wikipedia.org/wiki/Foundations_of_Space_Race,"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",322,3,3,False,0,"['History & Civilizations', 'Articles on History']","['Game Theory', 'Space Race', 'Renaissance Humanism', 'Harappan Civilization']",True,9.32,46.71,Start Class
