task_id,campaign_queue,priority,priority_score,name,quality_tier,word_count,citations_count,citation_density,structural_health,has_infobox,pagerank_authority,in_degree,recommended_action
SPRINT-0128,Stub Expansion,P2 - High,43.6,Critique of Deep Learning,Stub Class,238,2,8.4,42.47,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0129,Stub Expansion,P2 - High,43.6,Contemporary French Revolution,Stub Class,211,2,9.48,45.46,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0130,Stub Expansion,P2 - High,43.6,Global Impact of Mount Everest (Vol. 4),Stub Class,106,0,0.0,26.42,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0131,Stub Expansion,P2 - High,43.6,Philosophy of Space Race (Vol. 7),Start Class,325,4,12.31,49.71,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0132,Stub Expansion,P2 - High,43.6,Critique of Quantum Computing,Stub Class,160,0,0.0,25.25,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0133,Stub Expansion,P2 - High,43.6,Contemporary Magna Carta (Vol. 3),Stub Class,83,2,24.1,41.33,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0134,Stub Expansion,P2 - High,43.6,Applications of General Relativity,Stub Class,196,1,5.1,34.57,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0135,Stub Expansion,P2 - High,43.6,Contemporary Existentialism,Stub Class,64,0,0.0,20.43,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0136,Stub Expansion,P2 - High,43.6,Global Impact of Mariana Trench,Stub Class,232,2,8.62,42.67,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0137,Stub Expansion,P2 - High,43.6,Contemporary Bauhaus Movement (Vol. 3),Stub Class,246,0,0.0,28.85,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0138,Stub Expansion,P2 - High,43.6,Advanced Bauhaus Movement (Vol. 6),Stub Class,109,0,0.0,21.23,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0139,Stub Expansion,P2 - High,43.6,Critique of Classical Music (Vol. 3),Stub Class,268,1,3.73,49.24,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0140,Stub Expansion,P2 - High,43.6,Future Trends in Constitutional Law,Start Class,338,2,5.92,60.85,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0141,Stub Expansion,P2 - High,43.6,Contemporary Ottoman Empire,Stub Class,83,0,0.0,36.8,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0142,Stub Expansion,P2 - High,43.6,Foundations of Artificial Intelligence,Stub Class,147,0,0.0,26.14,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0143,Stub Expansion,P2 - High,43.6,Applications of French Revolution,Stub Class,120,2,16.67,53.77,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0144,Stub Expansion,P2 - High,43.6,Applications of Microbiome,Stub Class,61,2,32.79,51.46,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0145,Stub Expansion,P2 - High,43.6,Applications of Graphene,Stub Class,102,2,19.61,53.67,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0146,Stub Expansion,P2 - High,43.6,Applications of Renaissance Art,Stub Class,117,2,17.09,39.8,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0147,Stub Expansion,P2 - High,43.6,Introduction to Microbiome,Start Class,325,2,6.15,39.4,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0148,Stub Expansion,P2 - High,43.6,Contemporary Impressionism,Stub Class,121,0,0.0,27.11,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0149,Stub Expansion,P2 - High,43.6,Introduction to Film Noir,Stub Class,78,1,12.82,40.4,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0150,Stub Expansion,P2 - High,43.6,Advanced Great Barrier Reef,Stub Class,264,2,7.58,38.45,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0151,Stub Expansion,P2 - High,43.6,Advanced Homeric Epics,Stub Class,96,2,20.83,42.1,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0152,Stub Expansion,P2 - High,43.6,Principles of Renaissance Humanism (Vol. 8),Stub Class,71,1,14.08,51.66,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0153,Stub Expansion,P2 - High,43.6,Principles of James Webb Space Telescope (Vol. 8),Stub Class,272,0,0.0,31.37,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0154,Stub Expansion,P2 - High,43.6,Contemporary Bauhaus Movement,Stub Class,205,1,4.88,37.81,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0155,Stub Expansion,P2 - High,43.6,History of Magna Carta,Stub Class,233,0,0.0,28.56,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0156,Stub Expansion,P2 - High,43.6,Philosophy of General Relativity,Stub Class,84,1,11.9,37.46,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0157,Stub Expansion,P2 - High,43.6,Foundations of Space Race,Start Class,322,3,9.32,46.71,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0158,Stub Expansion,P2 - High,43.6,Principles of Classical Music,Stub Class,270,2,7.41,54.07,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0159,Stub Expansion,P2 - High,43.6,Regional Study on Harappan Civilization (Vol. 10),Stub Class,154,1,6.49,38.72,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0160,Stub Expansion,P2 - High,43.6,Applications of Ring of Fire,Stub Class,203,1,4.93,37.83,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0161,Stub Expansion,P2 - High,43.6,Regional Study on Universal Declaration of Human Rights,Stub Class,152,0,0.0,26.31,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0162,Stub Expansion,P2 - High,43.6,Global Impact of Deep Learning,Stub Class,249,1,4.02,37.54,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0163,Stub Expansion,P2 - High,43.6,History of Lake Baikal,Stub Class,192,1,5.21,32.62,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0164,Stub Expansion,P2 - High,43.6,Contemporary Galapagos Islands,Stub Class,182,2,10.99,54.71,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0165,Stub Expansion,P2 - High,43.6,Principles of CRISPR Gene Editing,Stub Class,61,0,0.0,21.51,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0166,Stub Expansion,P2 - High,43.6,Regional Study on Lake Baikal,Stub Class,101,0,0.0,20.83,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0167,Stub Expansion,P2 - High,43.6,Contemporary Harappan Civilization,Stub Class,225,1,4.44,35.64,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0168,Stub Expansion,P2 - High,43.6,Foundations of Existentialism,Stub Class,210,1,4.76,32.42,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0169,Stub Expansion,P2 - High,43.6,Philosophy of Sahara Desert (Vol. 3),Stub Class,65,1,15.38,49.11,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0170,Stub Expansion,P2 - High,43.6,Contemporary Microbiome,Start Class,333,2,6.01,42.65,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0171,Stub Expansion,P2 - High,43.6,Regional Study on Mount Everest,Stub Class,96,0,0.0,39.65,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0172,Stub Expansion,P2 - High,43.6,Applications of Space Race,Stub Class,229,2,8.73,39.43,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0173,Stub Expansion,P2 - High,43.6,Future Trends in Artificial Intelligence,Stub Class,220,1,4.55,35.68,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0174,Stub Expansion,P2 - High,43.6,Principles of Deep Learning,Stub Class,251,2,7.97,40.77,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0175,Stub Expansion,P2 - High,43.6,Introduction to Bauhaus Movement,Start Class,346,3,8.67,46.11,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0176,Stub Expansion,P2 - High,43.6,Applications of Impressionism (Vol. 8),Stub Class,225,0,0.0,28.38,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0177,Stub Expansion,P2 - High,43.6,Global Impact of Postmodern Literature,Stub Class,147,1,6.8,48.1,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0178,Stub Expansion,P2 - High,43.6,Contemporary Ancient Alexandria,Stub Class,71,0,0.0,22.31,False,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0179,Stub Expansion,P2 - High,43.6,Future Trends in Film Noir (Vol. 4),Start Class,344,1,2.91,54.07,True,0.00030120481927710846,0,Expand lead section beyond stub threshold (>500 words) and add at least 2 structured subheadings.
SPRINT-0180,TemplateData Infobox,P2 - High,43.4,Contemporary Quantum Computing,C Class,940,6,6.38,51.73,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0181,#1Lib1Ref Citation Deficit,P3 - Medium,43.1,Principles of Film Noir,Start Class,630,3,4.76,62.98,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0182,TemplateData Infobox,P2 - High,42.6,Future Trends in Higgs Boson,C Class,908,11,12.11,65.32,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0183,#1Lib1Ref Citation Deficit,P3 - Medium,42.4,Advanced Existentialism,Start Class,628,1,1.59,37.43,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0184,TemplateData Infobox,P2 - High,41.9,Global Impact of Sahara Desert (Vol. 5),C Class,904,8,8.85,58.43,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0185,#1Lib1Ref Citation Deficit,P3 - Medium,41.8,Introduction to Classical Music (Vol. 4),Start Class,612,2,3.27,57.5,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0186,TemplateData Infobox,P2 - High,41.4,Regional Study on Epistemology,C Class,901,7,7.77,56.2,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0187,TemplateData Infobox,P2 - High,40.9,Regional Study on Baroque Architecture,C Class,854,4,4.68,52.81,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0188,#1Lib1Ref Citation Deficit,P3 - Medium,40.8,Regional Study on Constitutional Law,Start Class,609,3,4.93,43.48,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0189,#1Lib1Ref Citation Deficit,P3 - Medium,40.8,Contemporary CRISPR Gene Editing,Start Class,609,2,3.28,41.73,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0190,TemplateData Infobox,P2 - High,40.0,Global Impact of Existentialism (Vol. 10),C Class,814,8,9.83,62.69,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0191,#1Lib1Ref Citation Deficit,P3 - Medium,39.9,Principles of Renaissance Humanism,Start Class,608,2,3.29,56.16,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0192,TemplateData Infobox,P3 - Medium,39.0,Introduction to Epistemology,Start Class,721,2,2.77,42.52,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0193,#1Lib1Ref Citation Deficit,P3 - Medium,38.6,Philosophy of Behavioral Economics (Vol. 1),Start Class,606,2,3.3,53.4,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0194,#1Lib1Ref Citation Deficit,P3 - Medium,38.6,History of Mount Everest,Start Class,606,3,4.95,61.81,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0195,#1Lib1Ref Citation Deficit,P3 - Medium,38.6,Critique of Renaissance Humanism (Vol. 10),Start Class,606,1,1.65,38.66,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0196,TemplateData Infobox,P3 - Medium,38.2,Applications of Homeric Epics,Start Class,711,2,2.81,42.51,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0197,TemplateData Infobox,P3 - Medium,38.2,Principles of Magna Carta (Vol. 3),Start Class,711,3,4.22,41.23,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0198,TemplateData Infobox,P3 - Medium,37.5,Global Impact of Great Barrier Reef (Vol. 10),C Class,697,4,5.74,46.0,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0199,#1Lib1Ref Citation Deficit,P3 - Medium,37.4,Global Impact of Antarctic Ice Sheet,Start Class,605,2,3.31,59.91,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0200,TemplateData Infobox,P3 - Medium,37.0,Contemporary Quantum Computing (Vol. 4),C Class,696,3,4.31,44.58,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0201,#1Lib1Ref Citation Deficit,P3 - Medium,36.7,Future Trends in Baroque Architecture,Start Class,597,2,3.35,55.9,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0202,TemplateData Infobox,P3 - Medium,36.5,Regional Study on Great Barrier Reef (Vol. 2),C Class,695,3,4.32,44.59,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0203,#1Lib1Ref Citation Deficit,P3 - Medium,36.1,Advanced Byzantine Empire,Start Class,586,2,3.41,43.73,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0204,TemplateData Infobox,P3 - Medium,36.0,Future Trends in Space Race,Start Class,690,2,2.9,43.82,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0205,#1Lib1Ref Citation Deficit,P3 - Medium,35.5,History of Renaissance Humanism,Start Class,585,1,1.71,54.32,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0206,TemplateData Infobox,P3 - Medium,35.5,Global Impact of Classical Music (Vol. 2),Start Class,685,1,1.46,39.02,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0207,TemplateData Infobox,P3 - Medium,35.0,Principles of Homeric Epics (Vol. 6),Start Class,683,1,1.46,41.01,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0208,#1Lib1Ref Citation Deficit,P3 - Medium,34.8,History of Higgs Boson,Start Class,583,3,5.15,44.91,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0209,TemplateData Infobox,P3 - Medium,34.6,Regional Study on Higgs Boson (Vol. 1),C Class,679,4,5.89,47.42,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0210,#1Lib1Ref Citation Deficit,P3 - Medium,34.2,Principles of Sahara Desert,Start Class,566,3,5.3,63.15,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 5 secondary sources.
SPRINT-0211,TemplateData Infobox,P3 - Medium,34.1,Contemporary Antarctic Ice Sheet (Vol. 6),Start Class,678,2,2.95,41.8,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0212,TemplateData Infobox,P3 - Medium,33.6,Future Trends in Magna Carta,C Class,660,3,4.55,43.33,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0213,TemplateData Infobox,P3 - Medium,33.1,Regional Study on Meiji Restoration (Vol. 9),Start Class,657,2,3.04,38.44,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0214,#1Lib1Ref Citation Deficit,P3 - Medium,32.9,Contemporary French Revolution (Vol. 4),Start Class,550,3,5.45,47.05,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0215,TemplateData Infobox,P3 - Medium,32.6,Regional Study on Sahara Desert,Start Class,653,2,3.06,43.77,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0216,#1Lib1Ref Citation Deficit,P3 - Medium,32.3,History of Superconductivity,Start Class,548,2,3.65,42.4,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0217,TemplateData Infobox,P3 - Medium,32.1,Global Impact of Sahara Desert,Start Class,641,3,4.68,44.7,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0218,#1Lib1Ref Citation Deficit,P3 - Medium,31.7,Critique of Game Theory,Start Class,546,2,3.66,57.9,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0219,TemplateData Infobox,P3 - Medium,31.6,Contemporary Renaissance Humanism,Start Class,633,3,4.74,46.73,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0220,TemplateData Infobox,P3 - Medium,31.1,Advanced Existentialism,Start Class,628,1,1.59,37.43,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0221,#1Lib1Ref Citation Deficit,P3 - Medium,31.0,Advanced Baroque Architecture (Vol. 3),Start Class,545,1,1.83,38.38,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0222,TemplateData Infobox,P3 - Medium,30.4,Regional Study on Constitutional Law,Start Class,609,3,4.93,43.48,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0223,TemplateData Infobox,P3 - Medium,30.4,Contemporary CRISPR Gene Editing,Start Class,609,2,3.28,41.73,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0224,#1Lib1Ref Citation Deficit,P3 - Medium,30.4,Philosophy of Sahara Desert,Start Class,537,1,1.86,42.34,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0225,TemplateData Infobox,P3 - Medium,29.7,Critique of Renaissance Humanism (Vol. 10),Start Class,606,1,1.65,38.66,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0226,TemplateData Infobox,P3 - Medium,29.2,Advanced Byzantine Empire,Start Class,586,2,3.41,43.73,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0227,#1Lib1Ref Citation Deficit,P3 - Medium,29.1,Advanced Lake Baikal,Start Class,522,2,3.83,59.92,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0228,TemplateData Infobox,P3 - Medium,28.7,History of Higgs Boson,Start Class,583,3,5.15,44.91,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0229,#1Lib1Ref Citation Deficit,P3 - Medium,28.5,Foundations of Sociology of Knowledge (Vol. 1),Start Class,521,2,3.84,57.5,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0230,TemplateData Infobox,P3 - Medium,28.2,Regional Study on Renaissance Humanism (Vol. 6),Start Class,566,4,7.07,48.23,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0231,#1Lib1Ref Citation Deficit,P3 - Medium,27.9,Critique of Ring of Fire,Start Class,508,3,5.91,54.49,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0232,TemplateData Infobox,P3 - Medium,27.7,Foundations of Microbiome (Vol. 7),Start Class,565,4,7.08,46.91,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0233,#1Lib1Ref Citation Deficit,P3 - Medium,27.2,Future Trends in Postmodern Literature,Start Class,507,3,5.92,59.83,True,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0234,TemplateData Infobox,P3 - Medium,27.2,Contemporary French Revolution (Vol. 4),Start Class,550,3,5.45,47.05,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0235,TemplateData Infobox,P3 - Medium,26.7,History of Superconductivity,Start Class,548,2,3.65,42.4,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0236,#1Lib1Ref Citation Deficit,P3 - Medium,26.6,Contemporary Kabuki Theatre,Start Class,506,2,3.95,41.76,False,0.00030120481927710846,0,Add inline reliable citations (#1Lib1Ref). Target at least 4 secondary sources.
SPRINT-0237,TemplateData Infobox,P3 - Medium,26.2,Advanced Baroque Architecture (Vol. 3),Start Class,545,1,1.83,38.38,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0238,TemplateData Infobox,P3 - Medium,25.2,Philosophy of Sahara Desert,Start Class,537,1,1.86,42.34,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0239,TemplateData Infobox,P3 - Medium,24.8,Contemporary Kabuki Theatre,Start Class,506,2,3.95,41.76,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0240,TemplateData Infobox,P3 - Medium,24.3,Applications of Epistemology,Start Class,497,1,2.01,36.83,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0241,TemplateData Infobox,P3 - Medium,23.8,Contemporary Artificial Intelligence,Start Class,496,3,6.05,42.08,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0242,TemplateData Infobox,P3 - Medium,23.3,Regional Study on Thermodynamics,Start Class,492,1,2.03,36.8,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
SPRINT-0243,TemplateData Infobox,P3 - Medium,22.8,Foundations of Classical Music,Start Class,472,3,6.36,46.28,False,0.00030120481927710846,0,Integrate TemplateData Infobox with at least 8 key biographical/domain parameters.
